doctor_id,insurance_id
11101997,1208
11101998,1223
11101999,1227
11102000,1235
11101476,1244
11101249,1221
11101423,1233
11100642,1240
11101146,1212
11101719,1215
11101746,1252
11100086,1236
11100846,1230
11101103,1219
11100018,1215
11100267,1208
11101517,1219
11100992,1216
11100393,1229
11101764,1227
11101682,1251
11101161,1220
11101213,1240
11101094,1236
11101452,1207
11100889,1232
11101394,1226
11101277,1246
11101157,1255
11100149,1257
11101401,1208
11100613,1219
11101126,1252
11100469,1235
11100244,1203
11100432,1202
11100069,1207
11101911,1243
11101684,1215
11100205,1241
11101993,1227
11101145,1232
11100225,1222
11100191,1237
11100841,1206
11101769,1256
11101425,1253
11100334,1229
11101929,1235
11101275,1218
11100380,1247
11101478,1249
11100397,1259
11100439,1203
11100390,1244
11100745,1255
11101148,1242
11101049,1219
11100426,1236
11100608,1216
11101539,1214
11101885,1253
11101514,1255
11101465,1214
11101857,1250
11101617,1252
11101929,1217
11100027,1238
11100542,1203
11101482,1233
11101168,1240
11101907,1246
11100390,1250
11100875,1254
11101942,1205
11101458,1212
11100353,1250
11100508,1242
11100485,1213
11101678,1228
11100445,1221
11101947,1239
11101159,1238
11100195,1246
11100621,1252
11101248,1219
11100157,1219
11101931,1216
11101263,1224
11101119,1234
11100414,1218
11100781,1245
11101329,1220
11101188,1239
11100342,1229
11101945,1243
11101408,1220
11100268,1238
11101163,1229
11101132,1203
11100397,1234
11101667,1259
11101082,1215
11101324,1255
11100438,1222
11101840,1233
11101490,1220
11100436,1246
11100999,1207
11100418,1259
11100943,1255
11100108,1249
11100521,1253
11100933,1225
11100699,1236
11101570,1217
11100478,1239
11100856,1252
11100032,1219
11100654,1247
11100193,1256
11100754,1223
11100767,1201
11101802,1253
11101347,1234
11100056,1237
11101815,1211
11101328,1212
11101202,1209
11100325,1211
11101943,1223
11101336,1207
11100427,1222
11100401,1220
11101029,1256
11100022,1252
11100813,1226
11101481,1251
11101521,1231
11100920,1256
11100623,1249
11100009,1242
11101139,1236
11101668,1210
11101476,1230
11100750,1250
11101010,1204
11100271,1240
11100900,1258
11101736,1235
11100118,1226
11100553,1212
11100120,1246
11100548,1240
11100296,1225
11101000,1244
11101007,1205
11101190,1236
11100979,1212
11101988,1224
11101283,1207
11101749,1207
11101925,1259
11100886,1205
11100704,1244
11101380,1236
11101826,1253
11100453,1259
11101258,1256
11100462,1233
11100140,1232
11101026,1205
11100100,1242
11101770,1216
11100850,1212
11100708,1252
11101715,1203
11101049,1202
11101904,1221
11100001,1243
11100689,1214
11101489,1217
11100495,1217
11100083,1250
11100744,1228
11100054,1242
11101417,1250
11101558,1211
11101020,1253
11101284,1217
11100999,1241
11100528,1220
11100590,1254
11101806,1218
11101788,1212
11101897,1246
11100490,1211
11101414,1237
11100058,1242
11101344,1257
11100196,1205
11101971,1246
11101318,1201
11101825,1224
11100372,1224
11100278,1247
11101168,1256
11101559,1222
11101478,1243
11100690,1215
11100602,1226
11101028,1228
11101748,1201
11100504,1247
11100557,1253
11100480,1242
11100100,1258
11100876,1203
11101189,1248
11100721,1208
11100970,1216
11101847,1205
11101028,1203
11101228,1257
11101721,1259
11100154,1225
11101643,1208
11101913,1233
11100302,1235
11100376,1228
11100082,1245
11100609,1216
11101889,1232
11101911,1257
11101876,1209
11100340,1225
11100083,1209
11100100,1207
11101417,1247
11100894,1251
11100564,1241
11100994,1203
11100673,1220
11101157,1219
11100808,1257
11100154,1244
11100224,1211
11100491,1218
11100981,1204
11101174,1207
11101467,1237
11100001,1240
11101149,1206
11101040,1243
11100558,1204
11101719,1209
11101694,1243
11100985,1259
11100803,1256
11100929,1245
11100364,1248
11101952,1212
11101171,1247
11101929,1211
11101576,1248
11100673,1202
11100188,1248
11101108,1223
11101744,1208
11101550,1201
11101717,1203
11101322,1242
11101791,1235
11100049,1233
11101377,1255
11100674,1249
11100408,1220
11101673,1230
11101951,1247
11101507,1224
11101679,1248
11101647,1228
11100596,1207
11100454,1246
11100343,1216
11100465,1254
11101539,1247
11100421,1218
11101796,1239
11101040,1248
11100841,1209
11100325,1214
11100556,1203
11100031,1248
11100552,1228
11101259,1237
11101512,1211
11101599,1213
11100170,1218
11101530,1254
11100395,1256
11100683,1218
11100414,1232
11100717,1249
11100400,1226
11101086,1234
11100152,1248
11101642,1236
11101863,1208
11100807,1254
11100527,1217
11101202,1203
11100905,1204
11101509,1254
11100765,1243
11101573,1258
11100175,1212
11100189,1231
11100892,1255
11101742,1216
11100478,1206
11101540,1222
11100036,1230
11100413,1209
11101601,1245
11100427,1201
11101141,1220
11101198,1257
11101242,1240
11100736,1233
11100355,1251
11101117,1244
11100180,1231
11100560,1226
11100019,1217
11100889,1231
11101963,1209
11101098,1206
11101968,1243
11101315,1242
11100352,1248
11100702,1228
11100451,1210
11100120,1248
11100137,1204
11101376,1213
11101896,1227
11101139,1234
11101438,1216
11101649,1212
11100637,1232
11100544,1212
11101780,1214
11100599,1252
11101244,1211
11101521,1218
11101127,1239
11100248,1222
11100992,1235
11100108,1221
11100729,1223
11100467,1229
11100742,1206
11101088,1231
11100548,1255
11100398,1215
11100505,1234
11101070,1201
11101872,1231
11100795,1222
11100909,1238
11101229,1225
11100750,1226
11100564,1257
11101773,1238
11101292,1212
11100570,1211
11101530,1210
11101050,1225
11101753,1223
11101028,1217
11100685,1245
11101500,1215
11101073,1240
11101392,1232
11101605,1256
11100917,1235
11100545,1207
11100141,1214
11101755,1227
11101950,1216
11100804,1251
11101661,1236
11100246,1243
11101139,1212
11101964,1253
11100786,1229
11100223,1217
11100782,1232
11100561,1227
11101540,1207
11101838,1242
11100058,1237
11101016,1221
11100442,1202
11101905,1234
11100315,1210
11101948,1254
11100962,1223
11100459,1204
11100971,1243
11100520,1243
11101032,1246
11101623,1234
11101083,1243
11100289,1214
11100428,1233
11101000,1232
11100262,1257
11100083,1205
11100607,1233
11100289,1234
11100284,1253
11101260,1244
11100759,1255
11100686,1255
11101008,1252
11101939,1245
11100902,1235
11101573,1259
11101538,1212
11100355,1205
11101861,1211
11101922,1242
11100507,1245
11101644,1222
11100694,1233
11101534,1215
11100001,1216
11100718,1208
11101247,1236
11100388,1259
11101025,1252
11100627,1254
11101826,1232
11100373,1231
11101536,1231
11101884,1237
11101132,1227
11101082,1221
11100295,1235
11100114,1226
11100657,1238
11101038,1244
11101140,1234
11101095,1211
11100939,1215
11101168,1249
11100135,1256
11101381,1241
11101987,1216
11100976,1221
11101383,1259
11101743,1223
11100659,1246
11101275,1241
11101285,1215
11101277,1259
11101075,1222
11101441,1203
11101010,1252
11101793,1252
11100508,1204
11101374,1258
11101518,1229
11101549,1235
11100687,1258
11101509,1203
11101918,1209
11100924,1249
11101618,1249
11100498,1207
11100525,1240
11100746,1209
11101282,1255
11100449,1240
11100151,1218
11101552,1211
11101649,1241
11100442,1246
11100405,1239
11100348,1210
11100502,1206
11100691,1230
11101726,1206
11100329,1210
11101113,1230
11100457,1222
11100785,1248
11100908,1231
11101801,1240
11101633,1234
11100212,1244
11100565,1231
11100927,1221
11101657,1243
11100480,1257
11101866,1205
11101934,1256
11101941,1213
11101576,1252
11100408,1256
11101431,1207
11101896,1237
11100313,1228
11101989,1216
11101358,1219
11101160,1201
11101620,1258
11100154,1217
11101196,1205
11100135,1255
11101261,1241
11101752,1243
11100494,1253
11101029,1208
11100670,1232
11100703,1242
11100366,1239
11101923,1233
11100453,1254
11101460,1219
11100797,1220
11101702,1211
11100989,1245
11100291,1242
11101454,1244
11100951,1214
11100289,1230
11100536,1215
11100328,1218
11100287,1252
11100739,1235
11100518,1214
11101740,1209
11100130,1224
11100046,1225
11100911,1223
11100016,1205
11101710,1238
11101730,1223
11100235,1255
11101121,1229
11100036,1259
11100881,1241
11100002,1241
11101610,1251
11101263,1234
11100635,1236
11101387,1236
11101400,1207
11101541,1219
11100374,1228
11100270,1253
11100818,1257
11100821,1252
11100910,1241
11101110,1206
11100877,1233
11100868,1233
11101920,1230
11100494,1218
11100639,1223
11101206,1222
11100046,1249
11101123,1238
11101993,1207
11100830,1214
11101367,1239
11101583,1258
11100609,1212
11100836,1216
11101800,1217
11101523,1246
11100446,1235
11100663,1244
11101764,1239
11101529,1217
11100999,1259
11101848,1230
11101514,1208
11100670,1233
11101506,1252
11101331,1251
11100543,1217
11100118,1210
11101936,1218
11100362,1209
11100739,1218
11100700,1205
11100205,1213
11101784,1209
11100745,1250
11100405,1252
11100461,1212
11100152,1256
11101941,1238
11100799,1230
11101998,1236
11100001,1211
11100310,1256
11100402,1223
11101440,1207
11100725,1256
11100136,1252
11100667,1219
11100367,1257
11100177,1213
11100852,1257
11100622,1246
11101544,1238
11101913,1239
11100316,1237
11100953,1245
11100097,1252
11101174,1257
11100848,1210
11100524,1212
11100753,1235
11101222,1236
11101110,1226
11101862,1239
11101685,1247
11101987,1251
11101042,1201
11100228,1209
11101495,1250
11101265,1255
11101409,1205
11101122,1210
11100886,1244
11101278,1242
11101169,1227
11101335,1247
11100526,1235
11100187,1227
11101849,1202
11101513,1232
11100118,1257
11101192,1229
11101595,1225
11101538,1218
11101805,1203
11101538,1256
11101667,1250
11100509,1206
11101425,1223
11100326,1236
11101981,1253
11101274,1208
11100267,1257
11101576,1208
11100211,1238
11101593,1220
11101015,1219
11100861,1240
11101149,1236
11101398,1228
11100004,1213
11100664,1253
11101663,1225
11100548,1254
11100047,1230
11101938,1229
11100107,1205
11101024,1208
11101339,1213
11101236,1221
11101001,1210
11101368,1203
11100919,1213
11100479,1216
11101899,1205
11101682,1222
11101537,1232
11101167,1246
11101507,1230
11100010,1221
11100113,1232
11100588,1202
11100132,1214
11100075,1216
11101407,1248
11101480,1231
11100034,1210
11101415,1249
11100363,1205
11101359,1256
11101643,1225
11101993,1228
11101192,1234
11100302,1207
11100658,1244
11101991,1233
11101200,1249
11100104,1211
11100755,1222
11101055,1216
11101772,1201
11100314,1254
11100983,1217
11101987,1227
11101868,1243
11100054,1210
11101466,1255
11100349,1239
11101466,1201
11101915,1252
11100524,1239
11101429,1209
11101706,1254
11101125,1239
11101720,1207
11100087,1227
11101497,1213
11101450,1252
11100481,1201
11100367,1213
11100990,1233
11100167,1258
11100901,1214
11100722,1253
11100255,1204
11100721,1256
11101897,1206
11100714,1226
11100631,1257
11100807,1204
11100865,1241
11101281,1255
11100194,1230
11101102,1238
11100013,1244
11101454,1214
11101487,1219
11101633,1239
11100415,1227
11101513,1242
11100776,1209
11101145,1225
11100584,1241
11101490,1207
11100416,1248
11101156,1253
11101506,1247
11100902,1241
11100860,1237
11101973,1236
11100500,1241
11100759,1213
11100769,1203
11100320,1211
11101704,1247
11100122,1243
11100427,1229
11100505,1247
11100788,1209
11100927,1257
11100908,1206
11101358,1234
11101666,1208
11100444,1228
11100735,1250
11100348,1203
11100456,1208
11100506,1221
11101473,1252
11101801,1258
11100755,1244
11100013,1252
11100427,1238
11101303,1222
11101477,1255
11101638,1238
11101894,1234
11100436,1211
11101700,1210
11100691,1222
11100022,1239
11100420,1205
11100280,1224
11100849,1233
11100869,1248
11101946,1237
11100061,1201
11101615,1246
11100522,1242
11100436,1237
11101258,1231
11101235,1256
11100770,1231
11100095,1201
11101494,1220
11101926,1256
11100934,1246
11101748,1243
11100702,1220
11101845,1248
11100379,1233
11101241,1242
11101165,1224
11101333,1207
11100022,1259
11101155,1242
11101553,1209
11100841,1216
11101623,1245
11101568,1235
11101948,1249
11101220,1226
11100751,1206
11100977,1242
11100800,1223
11100488,1220
11100005,1233
11100026,1245
11100881,1228
11100946,1242
11101981,1246
11100112,1232
11100352,1247
11101662,1256
11101989,1254
11100940,1216
11101028,1253
11100486,1226
11100939,1203
11101971,1221
11101597,1207
11100636,1256
11100211,1204
11100355,1228
11100614,1257
11101624,1208
11100428,1235
11101391,1229
11100718,1253
11101156,1224
11101322,1256
11100056,1231
11101567,1243
11101797,1239
11101961,1221
11100578,1211
11100450,1247
11100555,1222
11100065,1208
11100026,1255
11100749,1226
11100397,1222
11100495,1251
11101007,1203
11101447,1230
11100762,1210
11100634,1227
11101997,1219
11100017,1239
11101354,1242
11101365,1252
11100087,1212
11101622,1210
11100223,1201
11101000,1234
11100007,1249
11101772,1207
11100639,1227
11100662,1207
11101907,1243
11100851,1214
11101705,1206
11101321,1226
11100912,1204
11100724,1239
11100082,1239
11100422,1219
11100672,1239
11101355,1209
11101085,1233
11100530,1213
11101013,1222
11101014,1256
11100919,1219
11100097,1244
11101732,1253
11100063,1204
11101105,1212
11100619,1202
11101853,1245
11101487,1251
11100045,1224
11101368,1216
11101763,1237
11100898,1210
11100285,1240
11101515,1211
11100376,1237
11101725,1228
11100928,1243
11101549,1240
11100333,1226
11101117,1212
11101925,1255
11100662,1259
11100403,1248
11101933,1210
11100246,1254
11101168,1257
11100410,1231
11101796,1251
11100441,1204
11100671,1213
11101107,1201
11101952,1233
11101929,1219
11100523,1256
11100820,1229
11101762,1204
11101148,1222
11100054,1256
11101921,1257
11100059,1214
11100466,1240
11101023,1257
11100731,1217
11100355,1201
11100864,1252
11100319,1259
11101165,1221
11100352,1235
11101984,1204
11100323,1224
11100886,1232
11101557,1238
11101673,1256
11100379,1232
11101848,1207
11100851,1236
11101783,1214
11101777,1232
11100969,1241
11101140,1224
11101476,1220
11101983,1244
11100121,1217
11100747,1220
11100709,1201
11100675,1247
11101093,1221
11101591,1253
11101391,1202
11101552,1208
11100284,1203
11100188,1244
11101261,1208
11100968,1237
11101981,1206
11100759,1239
11101281,1247
11101316,1250
11100977,1210
11100425,1233
11100887,1252
11100892,1223
11101873,1220
11101884,1209
11100196,1239
11100655,1205
11100929,1247
11100407,1242
11100037,1227
11100482,1225
11101751,1255
11101615,1219
11101554,1220
11100247,1258
11101371,1219
11100515,1221
11101959,1201
11101298,1230
11100505,1203
11101017,1212
11101372,1246
11100228,1252
11101255,1201
11101565,1235
11101449,1211
11100601,1236
11101749,1214
11101909,1256
11100423,1232
11101098,1258
11101505,1208
11101579,1245
11100366,1258
11101292,1234
11100653,1250
11100954,1220
11100428,1218
11100672,1259
11101886,1220
11101334,1245
11100712,1208
11101788,1219
11101259,1238
11101014,1232
11100960,1242
11100921,1240
11101630,1212
11101474,1206
11100067,1251
11101293,1220
11100403,1236
11101261,1201
11101313,1217
11101927,1210
11100199,1256
11101072,1228
11100446,1252
11100032,1248
11100596,1239
11101073,1228
11101013,1220
11101211,1257
11101798,1215
11101707,1207
11100905,1228
11100089,1255
11100881,1204
11100104,1256
11100080,1217
11101647,1224
11100220,1220
11100551,1254
11101057,1245
11101302,1213
11100131,1214
11101364,1235
11100956,1244
11100549,1206
11100396,1215
11100076,1225
11101347,1256
11100734,1233
11101116,1230
11101573,1220
11101000,1212
11101729,1212
11100532,1255
11101541,1239
11101582,1254
11100728,1251
11100122,1214
11100509,1242
11101674,1242
11100321,1257
11101305,1205
11100037,1234
11101856,1218
11101086,1209
11100889,1208
11101381,1232
11101847,1215
11101038,1219
11100781,1209
11100238,1245
11100185,1222
11101367,1231
11100597,1205
11101163,1216
11100654,1205
11100869,1209
11101470,1223
11100432,1250
11100839,1235
11100921,1237
11100728,1238
11100806,1239
11100077,1249
11100803,1251
11100166,1254
11101509,1244
11101611,1256
11100438,1228
11101950,1226
11100410,1247
11100855,1213
11101494,1252
11101625,1214
11101685,1217
11101054,1204
11100632,1246
11101161,1227
11100707,1233
11101647,1213
11100616,1207
11100502,1236
11101099,1215
11101131,1215
11100693,1203
11101737,1257
11101169,1209
11100053,1203
11101902,1248
11100156,1202
11101258,1245
11101033,1250
11100952,1203
11100220,1234
11100812,1255
11100445,1234
11100243,1206
11101681,1253
11100697,1217
11100427,1203
11100834,1243
11100990,1254
11101079,1242
11101049,1230
11100999,1209
11101826,1217
11100715,1234
11101719,1202
11101765,1201
11100898,1247
11100270,1216
11100685,1241
11100042,1216
11101421,1253
11101253,1237
11100503,1232
11101724,1232
11100859,1229
11101062,1254
11100587,1247
11100438,1202
11100565,1235
11100505,1233
11100852,1209
11100959,1213
11100860,1259
11101744,1235
11100926,1204
11101247,1218
11100937,1228
11100817,1219
11100322,1242
11100933,1205
11101205,1255
11100363,1215
11100674,1238
11101822,1204
11101084,1253
11100101,1242
11101016,1224
11100297,1205
11101577,1226
11101481,1225
11100029,1255
11101996,1255
11101992,1207
11100465,1201
11100547,1254
11100313,1207
11100705,1245
11101121,1241
11100170,1206
11101593,1246
11100986,1213
11101067,1216
11100466,1207
11101283,1257
11101471,1204
11100100,1229
11100373,1250
11100135,1226
11101982,1245
11100252,1259
11101679,1239
11100186,1230
11100081,1227
11101284,1241
11101180,1217
11100548,1243
11101105,1247
11101049,1241
11100348,1247
11100339,1249
11100300,1225
11100808,1219
11101725,1212
11101961,1201
11101607,1231
11100570,1241
11101978,1236
11100704,1206
11101008,1202
11100283,1256
11100291,1216
11101459,1205
11101469,1239
11101376,1234
11101948,1202
11100733,1253
11100452,1247
11100490,1201
11100822,1211
11100458,1232
11100496,1203
11100057,1230
11101520,1239
11101266,1247
11101591,1218
11100480,1240
11101991,1254
11100833,1204
11101576,1221
11101579,1253
11101806,1221
11101512,1241
11101762,1203
11101227,1239
11100339,1244
11101733,1212
11100050,1205
11101272,1235
11100161,1232
11100115,1227
11101539,1241
11101099,1256
11101348,1253
11100605,1223
11100382,1251
11100746,1245
11101750,1224
11100914,1257
11100404,1244
11101807,1229
11100836,1210
11100776,1217
11101801,1238
11100320,1257
11101096,1234
11101625,1218
11101988,1239
11100743,1233
11100579,1246
11101799,1228
11101358,1236
11101455,1255
11100313,1237
11101493,1211
11100440,1247
11101960,1256
11101832,1226
11100983,1241
11100598,1254
11100239,1202
11101923,1247
11100727,1212
11101645,1238
11100380,1231
11100575,1220
11100606,1251
11101049,1227
11101007,1243
11100821,1256
11101548,1253
11100281,1252
11101227,1246
11100849,1216
11101469,1249
11101529,1259
11101007,1212
11100235,1229
11101977,1256
11100974,1243
11100769,1213
11101907,1229
11101370,1259
11100084,1213
11101047,1221
11100763,1207
11100609,1238
11101563,1222
11101417,1241
11101881,1238
11100947,1241
11100947,1258
11101484,1239
11101794,1225
11100934,1219
11100462,1225
11100013,1202
11101765,1243
11101173,1222
11100543,1218
11100123,1240
11101838,1214
11101033,1244
11101292,1247
11101895,1235
11101480,1215
11101668,1228
11100821,1205
11101871,1220
11100109,1214
11101903,1236
11101702,1227
11101475,1225
11100738,1244
11101897,1226
11100600,1234
11100147,1240
11101295,1240
11100867,1225
11100140,1223
11101872,1229
11100083,1207
11100296,1209
11101407,1221
11100441,1217
11100663,1201
11100890,1247
11101034,1218
11100002,1244
11101695,1221
11100282,1220
11100486,1225
11101649,1217
11100127,1251
11101000,1231
11100115,1245
11100641,1220
11100982,1221
11101882,1207
11100876,1205
11101730,1204
11100245,1233
11101939,1209
11101875,1203
11101380,1255
11101495,1243
11100094,1210
11100746,1224
11101809,1250
11100662,1203
11101432,1214
11100823,1238
11101845,1247
11101675,1209
11101813,1224
11101202,1248
11101606,1209
11100541,1236
11101557,1256
11100298,1238
11101874,1231
11101778,1235
11100029,1216
11100613,1217
11100522,1256
11101475,1217
11100444,1232
11101375,1235
11101390,1228
11100033,1220
11101332,1247
11101179,1221
11101698,1209
11100667,1220
11101936,1215
11101986,1210
11100018,1222
11101132,1220
11100258,1225
11101637,1223
11101098,1259
11100127,1237
11100997,1238
11101979,1229
11100729,1256
11100678,1210
11101315,1216
11101483,1213
11100116,1228
11101141,1256
11100105,1229
11100933,1218
11101235,1222
11100128,1222
11101744,1229
11100177,1244
11101305,1203
11101166,1254
11100929,1239
11101107,1252
11101951,1232
11100177,1229
11100207,1259
11101653,1239
11101976,1257
11100181,1234
11100812,1207
11100820,1240
11101456,1250
11101659,1226
11100766,1202
11100556,1218
11101900,1257
11101128,1239
11101556,1232
11101402,1215
11100519,1222
11100158,1218
11100033,1241
11101827,1258
11100656,1203
11101786,1205
11100631,1210
11101503,1257
11101838,1204
11101317,1201
11101789,1221
11100177,1214
11100601,1213
11101760,1224
11101411,1229
11101096,1253
11100712,1246
11100826,1223
11100577,1223
11100862,1207
11101294,1202
11100835,1236
11101329,1215
11101096,1259
11101163,1226
11101576,1257
11101079,1212
11101709,1235
11101238,1215
11101516,1230
11101648,1216
11100678,1236
11101520,1253
11101815,1257
11101615,1254
11100430,1225
11101631,1248
11100435,1204
11100665,1236
11101791,1232
11100092,1204
11101774,1220
11101043,1233
11100850,1209
11101743,1246
11100008,1230
11100999,1213
11100584,1248
11100989,1232
11101965,1204
11100900,1237
11101369,1218
11101962,1223
11101982,1214
11100292,1244
11101288,1218
11100878,1255
11100698,1216
11101165,1245
11101763,1251
11101665,1219
11100975,1233
11101608,1223
11101926,1233
11100565,1229
11101988,1201
11101790,1216
11100203,1221
11101297,1220
11100920,1231
11101661,1246
11101460,1202
11101120,1201
11100823,1222
11101313,1202
11100648,1213
11100258,1231
11100325,1212
11100732,1232
11100201,1203
11100077,1240
11101913,1231
11101156,1209
11101298,1211
11100338,1237
11101304,1204
11101101,1249
11100066,1238
11101120,1256
11100160,1220
11100650,1208
11101218,1239
11100393,1223
11101306,1224
11101666,1258
11100377,1208
11100641,1234
11100591,1205
11100843,1259
11101252,1221
11100734,1236
11100651,1201
11100888,1237
11100652,1227
11101959,1240
11100929,1255
11100173,1205
11100449,1202
11101715,1223
11101277,1201
11101342,1250
11100400,1254
11101255,1206
11100503,1239
11100505,1227
11100739,1210
11101422,1238
11100649,1253
11100927,1233
11100561,1231
11100036,1231
11100270,1202
11100068,1247
11101640,1220
11101242,1236
11100043,1238
11100332,1211
11101850,1227
11100986,1205
11101661,1214
11100380,1204
11101629,1220
11100834,1222
11100186,1234
11101940,1208
11100405,1249
11101620,1206
11100677,1234
11100781,1249
11101920,1207
11101068,1242
11100582,1259
11101091,1243
11100286,1242
11101115,1213
11100193,1234
11100420,1223
11101365,1219
11100568,1245
11100038,1238
11101448,1224
11100296,1235
11101544,1215
11100450,1229
11100738,1232
11101236,1250
11101148,1202
11101970,1253
11101318,1257
11100122,1230
11101908,1209
11101840,1218
11100432,1211
11100233,1220
11100021,1203
11101280,1232
11100364,1201
11101448,1238
11101198,1235
11101381,1227
11101940,1214
11101726,1228
11101737,1256
11101270,1238
11101515,1226
11101526,1227
11101364,1238
11100994,1217
11101947,1257
11101118,1221
11101766,1220
11101618,1243
11100648,1259
11101477,1242
11100704,1252
11101291,1248
11100800,1253
11101556,1219
11101132,1206
11100108,1232
11101754,1243
11101966,1249
11100226,1245
11100107,1236
11100986,1244
11101449,1202
11100514,1216
11100310,1255
11100125,1234
11100818,1244
11101036,1227
11100751,1210
11101798,1230
11101978,1209
11100438,1235
11101765,1205
11100647,1226
11100699,1248
11100298,1235
11100974,1239
11100061,1228
11101723,1221
11101057,1258
11101635,1217
11100715,1224
11101728,1253
11101130,1244
11100420,1221
11101829,1248
11100606,1257
11101399,1242
11101446,1214
11100739,1204
11101112,1257
11100851,1207
11100310,1203
11101507,1207
11101049,1249
11101350,1253
11100898,1243
11101707,1206
11101744,1220
11101405,1231
11101743,1218
11101238,1240
11100662,1223
11101873,1258
11101304,1217
11100519,1202
11101435,1224
11101864,1249
11100162,1218
11100299,1209
11101189,1221
11101026,1213
11100895,1241
11101170,1238
11101392,1228
11100528,1251
11101942,1256
11100307,1222
11101502,1234
11101653,1259
11101919,1236
11100920,1240
11100683,1236
11101335,1223
11101706,1255
11101182,1224
11101396,1245
11101244,1201
11100399,1239
11100745,1220
11101935,1240
11101466,1240
11100892,1253
11100043,1222
11100309,1231
11101506,1228
11101355,1246
11101591,1224
11100675,1203
11101286,1256
11101711,1241
11101415,1244
11100935,1202
11101051,1215
11101821,1243
11100688,1213
11100501,1227
11101454,1254
11101759,1216
11100577,1257
11100700,1224
11100701,1245
11101778,1254
11101776,1204
11100049,1209
11100844,1249
11101497,1258
11101613,1234
11101476,1202
11101560,1243
11101045,1202
11101709,1207
11101715,1230
11100242,1241
11100524,1246
11101088,1206
11100867,1222
11101264,1208
11100399,1215
11100635,1239
11100581,1251
11101766,1222
11100841,1217
11100318,1235
11100900,1254
11101958,1252
11100537,1223
11101524,1221
11100758,1258
11101641,1231
11100914,1225
11101364,1232
11101808,1204
11100167,1246
11100474,1236
11101636,1238
11100310,1226
11100543,1231
11100461,1254
11100577,1217
11100879,1248
11100680,1259
11101289,1239
11101443,1201
11101446,1212
11101716,1246
11101653,1206
11101200,1223
11100482,1216
11101329,1258
11100965,1227
11101660,1204
11100189,1253
11100345,1210
11100786,1206
11101556,1236
11101126,1230
11100062,1258
11100814,1241
11101642,1215
11100627,1237
11100100,1233
11101674,1212
11101593,1255
11101154,1252
11100644,1231
11101652,1218
11101181,1248
11101204,1258
11100723,1246
11100779,1207
11101604,1242
11101552,1207
11100156,1249
11101604,1209
11101340,1233
11100019,1209
11101174,1233
11101604,1244
11101033,1239
11101382,1224
11100523,1216
11100306,1255
11100364,1214
11100460,1227
11100969,1243
11100847,1201
11100424,1213
11101371,1204
11101800,1238
11100640,1224
11101364,1230
11100833,1228
11101020,1205
11101326,1241
11101001,1227
11100945,1236
11101769,1219
11100073,1255
11100643,1230
11100313,1208
11100824,1212
11100357,1247
11101396,1207
11101073,1202
11100962,1230
11100404,1221
11101351,1218
11100940,1220
11100481,1251
11101333,1235
11100849,1258
11100378,1242
11100163,1223
11101688,1255
11101209,1238
11100076,1226
11100585,1206
11100284,1243
11100952,1250
11100271,1257
11101780,1242
11100384,1241
11100223,1225
11100936,1259
11101422,1228
11101453,1217
11101398,1220
11100120,1244
11100235,1203
11101309,1241
11100178,1205
11101922,1241
11100114,1220
11100825,1246
11100093,1250
11101210,1228
11101177,1222
11101188,1206
11100187,1249
11100353,1258
11101930,1247
11100660,1214
11100239,1254
11100803,1224
11101805,1257
11100326,1250
11101778,1245
11101681,1235
11101126,1231
11101093,1210
11100915,1245
11101315,1221
11101168,1244
11101486,1210
11101707,1248
11100591,1228
11100515,1228
11101291,1259
11100293,1219
11100724,1201
11101667,1219
11101829,1244
11100905,1220
11100851,1204
11101743,1259
11101105,1255
11101676,1219
11100299,1202
11100724,1207
11100202,1247
11100605,1252
11100431,1223
11101449,1241
11100718,1226
11101325,1209
11100937,1216
11101983,1225
11101426,1226
11101775,1243
11100934,1257
11100187,1237
11100347,1231
11100452,1209
11100056,1226
11100119,1255
11100048,1257
11100328,1203
11101916,1202
11101973,1243
11101202,1231
11100136,1217
11101428,1228
11100434,1224
11101114,1212
11101737,1228
11100430,1247
11101724,1241
11101740,1223
11100196,1229
11101703,1228
11100907,1215
11101619,1202
11101778,1202
11100987,1205
11100442,1240
11100002,1251
11101359,1245
11101488,1210
11100628,1201
11101157,1257
11101722,1227
11100531,1220
11100678,1216
11101000,1229
11100445,1253
11100151,1233
11100213,1235
11101428,1211
11101933,1215
11100173,1239
11101656,1233
11100253,1251
11100549,1227
11101190,1249
11100868,1241
11100906,1255
11101354,1221
11101084,1225
11100517,1248
11100978,1251
11100929,1205
11101768,1221
11101073,1241
11100050,1202
11101808,1222
11100131,1212
11101758,1238
11100645,1249
11101215,1255
11101891,1258
11100708,1256
11101116,1257
11100842,1227
11100321,1228
11101899,1224
11100091,1225
11100778,1211
11100874,1230
11101434,1249
11100611,1218
11101528,1215
11101702,1254
11100346,1248
11101109,1245
11100625,1212
11101648,1253
11101020,1229
11101309,1247
11100751,1237
11101825,1236
11101097,1238
11100356,1254
11101656,1231
11100112,1201
11100289,1226
11100014,1251
11101980,1223
11100106,1248
11101784,1240
11100289,1238
11101021,1216
11100857,1259
11100144,1202
11100962,1226
11100394,1231
11101733,1242
11101518,1248
11101335,1213
11101356,1232
11100084,1205
11100341,1203
11100651,1239
11101794,1235
11100139,1233
11101368,1248
11101103,1250
11101798,1219
11101352,1224
11101907,1233
11100926,1256
11101720,1209
11100141,1227
